Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,
Brian Hamilton,UTA,28,3,0,93,14,28,0.5,2,5,0.4,12,23,0.522,0.536,3,7,0.429,10,12,22,8,7,4,8,8,33,
DeVon Hardin,TUL,23,8,1,77,7,16,0.438,0,0,,7,16,0.438,0.438,5,7,0.714,6,9,15,0,2,12,9,18,19,
Mike Harris,RGV,26,6,6,198,62,99,0.626,8,19,0.421,54,80,0.675,0.667,35,39,0.897,23,38,61,13,6,4,14,21,167,
Terrel Harris,RGV,22,1,0,9,0,2,0,0,0,,0,2,0,0,0,0,,0,3,3,2,0,0,1,1,0,
Lester Hudson,DAK,25,3,2,91,20,46,0.435,8,17,0.471,12,29,0.414,0.522,6,6,1,2,17,19,9,5,3,7,10,54,
Andre Ingram,UTA,24,3,3,93,9,32,0.281,5,15,0.333,4,17,0.235,0.359,3,3,1,2,9,11,8,7,1,6,7,26,
Boo Jackson,DAK,31,3,0,35,3,8,0.375,0,0,,3,8,0.375,0.375,1,1,1,3,3,6,2,0,1,0,3,7,
Brian Jackson,UTA,29,3,0,31,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,3,5,8,3,0,0,2,10,6,
Nathan Jawai,SXF,23,3,0,38,10,21,0.476,0,0,,10,21,0.476,0.476,3,3,1,2,6,8,3,0,1,1,8,23,
Curtis Jerrells,AUS,25,6,6,249,55,104,0.529,13,40,0.325,42,64,0.656,0.591,39,45,0.867,3,22,25,37,13,2,19,18,162,
Carldell Johnson,AUS,27,6,0,153,22,44,0.5,12,24,0.5,10,20,0.5,0.636,11,14,0.786,5,15,20,15,7,3,9,11,67,
Michael Joiner,AUS,28,6,6,163,14,37,0.378,4,15,0.267,10,22,0.455,0.432,7,10,0.7,12,19,31,1,3,5,10,25,39,
Emmanuel Jones,AUS,20,1,0,3,0,0,,0,0,,0,0,,,0,2,0,0,0,0,1,0,0,0,0,0,
Yaroslav Korolev,REN,22,3,0,71,6,17,0.353,4,10,0.4,2,7,0.286,0.471,8,12,0.667,4,7,11,6,2,0,5,6,24,
Joe Krabbenhoft,SXF,23,3,3,65,11,29,0.379,2,5,0.4,9,24,0.375,0.414,0,1,0,3,11,14,8,2,1,3,10,24,
Kevin Kruger,UTA,29,3,3,116,19,40,0.475,11,22,0.5,8,18,0.444,0.613,5,5,1,2,14,16,7,3,0,5,6,54,
Marcus Lewis,TUL,28,8,4,166,15,30,0.5,0,0,,15,30,0.5,0.5,8,11,0.727,11,27,38,7,2,4,5,22,38,
Renaldo Major,DAK,27,3,3,105,19,39,0.487,0,2,0,19,37,0.514,0.487,19,21,0.905,10,9,19,7,5,1,5,7,57,
David McClure,AUS,25,6,0,64,7,14,0.5,0,1,0,7,13,0.538,0.5,2,2,1,8,7,15,2,4,4,2,7,16,
Chris McCray,SXF,25,3,3,119,10,24,0.417,1,5,0.2,9,19,0.474,0.438,16,18,0.889,1,12,13,18,5,0,9,14,37,
Rich Melzer,RGV,30,8,0,102,17,34,0.5,5,12,0.417,12,22,0.545,0.574,6,8,0.75,6,16,22,3,6,3,2,23,45,
Byron Mullens,TUL,20,4,4,105,20,43,0.465,2,8,0.25,18,35,0.514,0.488,11,16,0.688,11,26,37,2,2,5,9,11,53,
Mike Nelson,SXF,31,2,0,13,2,4,0.5,2,3,0.667,0,1,0,0.75,0,0,,0,0,0,0,1,0,0,0,6,
Luke Nevill,UTA,24,3,3,60,7,24,0.292,0,1,0,7,23,0.304,0.292,9,13,0.692,5,10,15,2,0,3,2,4,23,
Jared Newson,SXF,25,3,0,60,10,22,0.455,1,3,0.333,9,19,0.474,0.477,2,5,0.4,6,8,14,2,2,1,2,6,23,
Larry Owens,TUL,27,8,8,325,55,110,0.5,13,28,0.464,42,82,0.512,0.559,25,32,0.781,16,40,56,21,11,10,15,23,148,
Kirk Penney,SXF,29,3,3,106,22,40,0.55,6,9,0.667,16,31,0.516,0.625,14,17,0.824,3,11,14,6,6,0,6,7,64,
Marvin Phillips,IWA,23,4,0,24,1,8,0.125,0,1,0,1,7,0.143,0.125,0,0,,1,7,8,1,0,1,3,4,2,
Gabe Pruitt,UTA,23,3,0,78,15,28,0.536,2,7,0.286,13,21,0.619,0.571,9,14,0.643,1,12,13,10,3,1,8,4,41,
Ernest Scott,RGV,21,8,2,143,22,48,0.458,18,39,0.462,4,9,0.444,0.646,0,0,,4,12,16,6,6,6,1,22,62,
Julian Sensley,RGV,20,8,8,195,30,64,0.469,6,18,0.333,24,46,0.522,0.516,16,25,0.64,10,31,41,6,5,9,7,21,82,
Mustafa Shakur,TUL,25,4,4,131,25,49,0.51,3,8,0.375,22,41,0.537,0.541,11,14,0.786,3,15,18,15,8,4,5,8,64,
JaJuan Smith,TUL,31,6,0,96,18,46,0.391,10,28,0.357,8,18,0.444,0.5,12,15,0.8,2,18,20,14,3,0,10,16,58,
Greg Stiemsma,SXF,24,3,3,93,15,26,0.577,0,0,,15,26,0.577,0.577,15,17,0.882,4,28,32,2,3,13,9,13,45,
Curtis Stinson,IWA,26,6,6,264,54,114,0.474,2,6,0.333,52,108,0.481,0.482,32,39,0.821,16,49,65,53,6,1,23,19,142,
D.J. Strawberry,REN,24,3,0,91,19,33,0.576,0,4,0,19,29,0.655,0.576,11,18,0.611,0,9,9,15,2,4,14,8,49,
Raymond Sykes,SXF,25,3,0,46,9,17,0.529,0,0,,9,17,0.529,0.529,5,5,1,4,5,9,1,1,1,2,2,23,
Doug Thomas,REN,24,3,3,86,15,23,0.652,0,0,,15,23,0.652,0.652,10,15,0.667,3,13,16,6,1,1,5,7,40,
Darian Townes,IWA,28,6,0,75,12,17,0.706,0,0,,12,17,0.706,0.706,9,14,0.643,7,8,15,0,2,7,3,6,33,
Jeff Trepagnier,IWA,21,6,6,216,34,98,0.347,9,46,0.196,25,52,0.481,0.393,16,22,0.727,3,17,20,10,19,3,6,22,93,
Cezary Trybanski,REN,20,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,0,0,0,1,1,2,
Mark Tyndale,IWA,24,6,1,167,27,59,0.458,3,12,0.25,24,47,0.511,0.483,46,56,0.821,11,17,28,13,4,1,12,18,103,
Cory Underwood,AUS,20,5,0,38,6,11,0.545,0,0,,6,11,0.545,0.545,2,4,0.5,3,3,6,2,0,3,1,13,14,
Jonathan Wallace,RGV,18,8,8,278,32,62,0.516,16,34,0.471,16,28,0.571,0.645,25,29,0.862,4,22,26,20,7,0,7,24,105,
Deron Washington,TUL,19,8,6,226,33,87,0.379,5,19,0.263,28,68,0.412,0.408,59,75,0.787,14,33,47,10,12,2,16,36,130,
Kyle Weaver,TUL,23,4,4,162,31,60,0.517,12,21,0.571,19,39,0.487,0.617,22,27,0.815,8,16,24,23,8,6,19,13,96,
D.J. White,TUL,23,1,1,29,8,13,0.615,0,0,,8,13,0.615,0.615,5,7,0.714,1,4,5,4,0,0,0,3,21,
Latavious Williams,TUL,20,7,1,139,30,49,0.612,0,2,0,30,47,0.638,0.612,19,26,0.731,25,31,56,4,2,5,4,13,79,
Marcus Williams,AUS,23,5,5,211,29,85,0.341,3,16,0.188,26,69,0.377,0.359,21,25,0.84,3,32,35,31,9,0,21,15,82,
Craig Winder,RGV,27,8,0,199,43,99,0.434,8,26,0.308,35,73,0.479,0.475,34,43,0.791,13,30,43,16,13,1,15,24,128,
Curtis Withers,DAK,22,3,0,84,13,28,0.464,0,0,,13,28,0.464,0.464,9,18,0.5,3,16,19,10,5,4,3,7,35,
Mohamed Abukar,IDA,25,1,0,29,13,17,0.765,4,6,0.667,9,11,0.818,0.882,6,7,0.857,0,3,3,2,1,0,0,2,36,
Blake Ahearn,DAK,24,2,2,96,11,30,0.367,6,15,0.4,5,15,0.333,0.467,14,15,0.933,0,2,2,14,2,0,11,8,42,
Lance Allred,IDA,27,1,1,39,10,19,0.526,0,0,,10,19,0.526,0.526,0,0,,4,7,11,1,0,3,1,1,20,
Morris Almond,UTA,23,4,3,101,20,38,0.526,3,10,0.3,17,28,0.607,0.566,26,36,0.722,0,6,6,5,4,0,5,5,69,
Mildon Ambres,IDA,29,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Tejay Anderson,ERI,26,1,0,10,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,1,0,1,0,0,
Maurice Baker,DAK,29,2,2,80,9,32,0.281,3,5,0.6,6,27,0.222,0.328,7,10,0.7,4,11,15,8,0,0,3,8,28,
David Bell,DAK,22,2,0,71,15,29,0.517,11,19,0.579,4,10,0.4,0.707,2,4,0.5,0,6,6,4,4,0,2,2,43,
Roberto Bergersen,IDA,27,1,1,34,0,6,0,0,4,0,0,2,0,0,3,3,1,1,1,2,4,1,1,1,2,3,
David Berghoefer,BAK,20,1,0,18,2,2,1,0,0,,2,2,1,1,0,0,,0,3,3,0,1,0,1,3,4,
Tony Bethel,ERI,31,1,0,26,5,7,0.714,0,1,0,5,6,0.833,0.714,2,2,1,1,3,4,1,0,1,0,4,12,
Justin Bowen,AUS,25,2,0,45,6,9,0.667,0,0,,6,9,0.667,0.667,0,0,,6,4,10,4,0,2,1,5,12,
Ryan Bright,AUS,31,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,
Denham Brown,IWA,26,1,1,40,9,16,0.563,0,0,,9,16,0.563,0.563,2,3,0.667,4,5,9,2,2,0,0,5,20,
Jamar Brown,COL,35,3,0,16,3,6,0.5,0,1,0,3,5,0.6,0.5,0,4,0,2,2,4,1,0,1,1,3,6,
Kevin Burleson,IDA,29,1,1,27,5,13,0.385,1,4,0.25,4,9,0.444,0.423,3,3,1,1,2,3,3,3,0,2,1,14,
Stanley Burrell,AUS,33,2,0,37,2,7,0.286,0,2,0,2,5,0.4,0.286,0,0,,0,1,1,3,0,1,2,6,4,
Derrick Byars,BAK,24,1,1,43,2,12,0.167,1,4,0.25,1,8,0.125,0.208,2,2,1,1,6,7,1,0,1,2,3,7,
Mateen Cleaves,BAK,31,1,1,39,7,16,0.438,0,1,0,7,15,0.467,0.438,1,1,1,1,5,6,3,1,0,0,2,15,
Dominique Coleman,COL,31,4,4,135,17,42,0.405,4,14,0.286,13,28,0.464,0.452,7,8,0.875,5,17,22,15,9,1,6,13,45,
Joe Dabbert,COL,27,4,4,91,14,23,0.609,0,0,,14,23,0.609,0.609,10,11,0.909,7,16,23,6,3,5,4,13,38,
Erik Daniels,ERI,26,1,1,36,5,19,0.263,0,1,0,5,18,0.278,0.263,5,5,1,2,2,4,11,0,0,4,6,15,
Bennet Davis,UTA,30,4,0,64,6,15,0.4,1,1,1,5,14,0.357,0.433,4,6,0.667,8,9,17,2,1,2,6,7,17,
Josh Davis,COL,28,4,4,136,29,51,0.569,8,19,0.421,21,32,0.656,0.647,22,27,0.815,10,24,34,8,7,3,6,14,88,
Eric Dawson,AUS,24,2,2,67,9,15,0.6,0,0,,9,15,0.6,0.6,5,6,0.833,2,12,14,4,1,1,3,7,23,
Ryan Diggs,UTA,31,2,0,5,0,2,0,0,0,,0,2,0,0,0,0,,2,0,2,2,1,0,0,1,0,
Ronald Dupree,UTA,28,4,4,149,27,55,0.491,1,4,0.25,26,51,0.51,0.5,29,38,0.763,6,30,36,11,4,3,16,14,84,
John Edwards,IWA,27,1,1,33,5,7,0.714,0,0,,5,7,0.714,0.714,3,5,0.6,0,7,7,0,0,0,2,2,13,
Jason Ellis,IDA,27,1,1,38,5,10,0.5,0,1,0,5,9,0.556,0.5,4,4,1,4,6,10,1,1,0,2,4,14,
Carlos English,DAK,25,2,0,12,0,3,0,0,1,0,0,2,0,0,0,0,,0,2,2,2,0,0,1,3,0,
Terrell Everett,BAK,24,1,0,12,2,4,0.5,1,1,1,1,3,0.333,0.625,0,0,,1,0,1,1,0,0,0,0,5,
Fred Gibson,AUS,25,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,
J.R. Giddens,UTA,23,4,4,159,30,55,0.545,1,7,0.143,29,48,0.604,0.555,13,21,0.619,10,39,49,14,3,7,10,10,74,
Trey Gilder,COL,24,4,0,59,17,26,0.654,2,4,0.5,15,22,0.682,0.692,6,7,0.857,4,10,14,6,2,2,2,3,42,
Eddie Gill,COL,30,4,4,138,15,39,0.385,7,14,0.5,8,25,0.32,0.474,20,24,0.833,0,14,14,25,5,2,13,11,57,
Kentrell Gransberry,COL,23,4,0,59,7,11,0.636,0,0,,7,11,0.636,0.636,7,11,0.636,7,8,15,4,5,1,4,14,21,
Gavin Grant,UTA,30,4,0,70,12,21,0.571,1,2,0.5,11,19,0.579,0.595,7,9,0.778,6,9,15,6,0,4,7,6,32,
Jarvis Gunter,ERI,29,1,0,14,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,4,6,0,0,1,0,2,2,
Malik Hairston,AUS,21,2,2,101,27,46,0.587,7,11,0.636,20,35,0.571,0.663,10,11,0.909,3,8,11,10,4,2,6,5,71,
Vernon Hamilton,COL,31,2,0,4,2,2,1,0,0,,2,2,1,1,0,0,,0,0,0,0,0,0,0,0,4,
Ivan Harris,ERI,22,1,1,33,7,11,0.636,1,3,0.333,6,8,0.75,0.682,3,3,1,3,4,7,0,0,0,2,5,18,
Richard Hendrix,DAK,20,2,2,62,12,25,0.48,0,0,,12,25,0.48,0.48,2,4,0.5,9,16,25,4,2,4,5,8,26,
Andre Ingram,UTA,23,4,0,81,9,22,0.409,5,13,0.385,4,9,0.444,0.523,2,4,0.5,1,6,7,1,0,0,5,5,25,
Brian Jackson,UTA,28,4,4,97,7,15,0.467,0,0,,7,15,0.467,0.467,6,6,1,4,10,14,2,2,2,5,16,20,
Othyus Jeffers,IWA,23,1,1,44,13,18,0.722,0,0,,13,18,0.722,0.722,5,7,0.714,5,9,14,4,1,2,0,1,31,
Carldell Johnson,AUS,26,2,2,58,5,18,0.278,2,10,0.2,3,8,0.375,0.333,2,2,1,1,5,6,7,1,0,3,6,14,
Trey Johnson,BAK,24,1,1,45,9,20,0.45,0,1,0,9,19,0.474,0.45,5,6,0.833,4,2,6,3,1,0,4,5,23,
Dwayne Jones,AUS,25,2,2,92,18,26,0.692,0,0,,18,26,0.692,0.692,4,8,0.5,10,13,23,3,0,3,6,5,40,
Kosta Koufos,UTA,19,1,1,21,1,5,0.2,0,0,,1,5,0.2,0.2,3,4,0.75,1,4,5,1,1,3,3,2,5,
Kevin Kruger,UTA,,4,4,158,26,48,0.542,10,21,0.476,16,27,0.593,0.646,10,13,0.769,2,6,8,22,4,0,9,10,72,
Oliver Lafayette,ERI,24,1,1,36,2,13,0.154,0,4,0,2,9,0.222,0.154,6,6,1,1,4,5,3,4,0,1,5,10,
James Lang,UTA,25,3,0,19,3,6,0.5,0,0,,3,6,0.5,0.5,2,2,1,2,4,6,1,1,0,2,3,8,
Nick Lewis,BAK,25,1,1,22,0,4,0,0,0,,0,4,0,0,0,0,,1,1,2,0,1,2,1,2,0,
John Lucas,COL,26,4,0,105,17,33,0.515,5,10,0.5,12,23,0.522,0.591,3,3,1,1,6,7,14,10,1,3,5,42,
Renaldo Major,DAK,26,2,2,84,12,26,0.462,0,2,0,12,24,0.5,0.462,14,16,0.875,5,10,15,6,3,2,2,7,38,
Jackie Manuel,ERI,25,1,1,40,8,16,0.5,0,0,,8,16,0.5,0.5,2,4,0.5,3,4,7,0,1,3,3,3,18,
David Monds,DAK,25,2,2,48,5,12,0.417,0,0,,5,12,0.417,0.417,4,6,0.667,3,8,11,2,0,0,1,6,14,
Demetris Nichols,IWA,24,1,1,42,8,21,0.381,2,8,0.25,6,13,0.462,0.429,1,2,0.5,1,3,4,3,0,2,3,1,19,
Brent Petway,IDA,23,1,1,36,2,3,0.667,1,2,0.5,1,1,1,0.833,2,2,1,0,3,3,1,3,3,2,6,7,
Justin Reed,BAK,27,1,1,37,7,20,0.35,0,2,0,7,18,0.389,0.35,2,2,1,2,4,6,0,1,1,0,1,16,
Maureece Rice,ERI,21,1,1,42,13,23,0.565,4,7,0.571,9,16,0.563,0.652,3,3,1,0,3,3,7,1,0,3,1,33,
Aristide Sawadogo,IWA,18,1,0,4,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,0,0,0,1,1,2,
Jesse Smith,DAK,31,2,0,27,8,13,0.615,0,0,,8,13,0.615,0.615,0,0,,4,2,6,0,0,2,2,2,16,
Lanny Smith,IDA,30,1,0,27,5,10,0.5,1,2,0.5,4,8,0.5,0.55,2,4,0.5,0,3,3,4,1,0,2,4,13,
Curtis Stinson,IWA,25,1,1,48,5,17,0.294,0,2,0,5,15,0.333,0.294,1,2,0.5,1,4,5,11,1,0,5,3,11,
Jamaal Tatum,IDA,23,1,0,28,4,10,0.4,1,1,1,3,9,0.333,0.45,0,0,,1,1,2,8,3,0,2,1,9,
Billy Thomas,COL,33,4,4,126,23,47,0.489,9,18,0.5,14,29,0.483,0.585,13,16,0.813,6,13,19,13,7,1,3,14,68,
Terrance Thomas,BAK,28,1,0,24,4,9,0.444,0,1,0,4,8,0.5,0.444,3,3,1,3,5,8,4,0,0,0,5,11,
Darian Townes,ERI,24,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Jeff Trepagnier,IWA,29,1,0,5,1,4,0.25,1,3,0.333,0,1,0,0.375,0,0,,0,0,0,1,0,0,0,2,3,
Mark Tyndale,IWA,23,1,0,24,3,8,0.375,0,1,0,3,7,0.429,0.375,4,5,0.8,2,4,6,3,5,0,1,4,10,
Sonny Weems,COL,22,4,0,116,34,71,0.479,1,13,0.077,33,58,0.569,0.486,22,25,0.88,2,8,10,14,3,2,11,14,91,
Carlos Wheeler,UTA,24,4,0,61,7,22,0.318,0,1,0,7,21,0.333,0.318,12,17,0.706,7,11,18,4,2,4,7,7,26,
Marcus Williams,AUS,22,2,2,101,25,55,0.455,7,10,0.7,18,45,0.4,0.518,9,14,0.643,2,19,21,20,3,0,13,5,66,
Chris Alexander,SXF,29,2,2,61,11,14,0.786,0,0,,11,14,0.786,0.786,4,8,0.5,7,14,21,2,0,3,2,9,26,
Serge Angounou,AUS,22,4,0,58,4,12,0.333,0,0,,4,12,0.333,0.333,6,8,0.75,1,7,8,1,3,1,3,10,14,
David Bailey,SXF,22,2,2,82,12,29,0.414,3,10,0.3,9,19,0.474,0.466,5,7,0.714,0,5,5,7,2,0,5,11,32,
Sean Banks,LOS,23,1,1,22,5,10,0.5,0,1,0,5,9,0.556,0.5,1,2,0.5,2,2,4,2,0,0,4,2,11,
Andre Barrett,AUS,25,4,4,148,27,66,0.409,7,22,0.318,20,44,0.455,0.462,22,28,0.786,0,17,17,22,5,0,10,8,83,
David Bell,DAK,20,1,1,39,4,7,0.571,2,4,0.5,2,3,0.667,0.714,1,2,0.5,1,5,6,3,0,0,0,1,11,
Rod Benson,DAK,23,1,1,26,1,3,0.333,0,0,,1,3,0.333,0.333,4,8,0.5,3,8,11,0,0,0,4,5,6,
Roberto Bergersen,IDA,32,4,4,117,18,58,0.31,8,32,0.25,10,26,0.385,0.379,9,10,0.9,3,10,13,5,5,1,8,6,53,
Jahsha Bluntt,SXF,30,2,0,9,0,3,0,0,2,0,0,1,0,0,0,0,,1,2,3,1,0,1,2,2,0,
Justin Bowen,AUS,24,4,0,149,27,58,0.466,0,1,0,27,57,0.474,0.466,10,17,0.588,8,17,25,10,6,2,7,9,64,
Cecil Brown,LOS,31,2,0,66,9,26,0.346,2,8,0.25,7,18,0.389,0.385,8,9,0.889,1,6,7,5,1,0,3,2,28,
Justin Cage,COL,25,1,0,30,4,6,0.667,1,2,0.5,3,4,0.75,0.75,4,4,1,3,4,7,2,0,1,2,2,13,
Milone Clark,SXF,24,2,0,30,4,10,0.4,0,0,,4,10,0.4,0.4,2,2,1,1,5,6,1,0,0,3,3,10,
Darren Cooper,LOS,29,2,0,9,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,0,0,0,0,0,1,1,3,
Errick Craven,LOS,27,2,2,68,11,27,0.407,0,2,0,11,25,0.44,0.407,4,6,0.667,6,4,10,9,6,0,6,8,26,
Kaniel Dickens,COL,25,1,1,33,4,13,0.308,2,7,0.286,2,6,0.333,0.385,3,4,0.75,0,7,7,5,1,1,2,2,13,
Carl Elliott,SXF,26,2,2,76,15,30,0.5,2,6,0.333,13,24,0.542,0.533,6,10,0.6,4,7,11,8,8,0,5,6,38,
Jason Ellis,IDA,27,4,4,136,17,31,0.548,0,0,,17,31,0.548,0.548,11,11,1,32,16,48,3,3,4,3,17,45,
William Frisby,DAK,26,1,0,24,4,9,0.444,0,0,,4,9,0.444,0.444,1,2,0.5,3,2,5,0,0,1,1,3,9,
Eddie Gill,COL,29,1,1,38,3,11,0.273,2,7,0.286,1,4,0.25,0.364,0,0,,0,1,1,8,3,0,9,5,8,
Tony Gipson,DAK,19,1,1,45,8,26,0.308,2,6,0.333,6,20,0.3,0.346,7,8,0.875,2,1,3,4,1,0,3,4,25,
Taurean Green,COL,21,1,0,20,5,8,0.625,3,3,1,2,5,0.4,0.813,3,4,0.75,1,2,3,1,1,0,3,3,16,
Joshua Gross,AUS,24,4,4,114,12,26,0.462,3,10,0.3,9,16,0.563,0.519,7,10,0.7,2,14,16,2,4,4,6,9,34,
Darvin Ham,AUS,34,4,4,137,21,41,0.512,0,3,0,21,38,0.553,0.512,14,19,0.737,10,15,25,7,1,3,6,13,56,
Luke Jackson,IDA,26,4,0,98,15,38,0.395,3,12,0.25,12,26,0.462,0.434,18,18,1,3,12,15,20,3,3,9,9,51,
Carldell Johnson,AUS,25,4,0,104,12,32,0.375,3,11,0.273,9,21,0.429,0.422,1,2,0.5,3,14,17,11,8,0,7,8,28,
Perrin Johnson,DAK,33,1,0,8,0,2,0,0,0,,0,2,0,0,0,0,,2,1,3,0,0,0,0,3,0,
Michael Joiner,SXF,31,2,2,69,7,23,0.304,3,11,0.273,4,12,0.333,0.37,2,4,0.5,3,8,11,4,2,1,3,3,19,
Coby Karl,LOS,24,2,2,75,7,26,0.269,3,15,0.2,4,11,0.364,0.327,10,11,0.909,1,5,6,11,4,1,1,5,27,
Randy Livingston,IDA,32,4,4,170,17,48,0.354,1,19,0.053,16,29,0.552,0.365,6,8,0.75,1,23,24,30,6,2,16,10,41,
Kevin Lyde,DAK,27,1,1,42,5,11,0.455,0,1,0,5,10,0.5,0.455,1,3,0.333,0,5,5,2,1,3,2,4,11,
Ian Mahinmi,AUS,21,4,4,153,24,47,0.511,0,0,,24,47,0.511,0.511,25,33,0.758,12,31,43,6,6,14,11,14,73,
J.C. Mathis,SXF,29,2,0,17,0,3,0,0,0,,0,3,0,0,1,2,0.5,2,3,5,0,0,2,0,1,1,
Jelani McCoy,LOS,30,2,2,71,15,21,0.714,0,0,,15,21,0.714,0.714,5,7,0.714,2,14,16,7,1,5,5,9,35,
Glen McGowan,SXF,28,2,0,54,15,28,0.536,4,6,0.667,11,22,0.5,0.607,7,12,0.583,4,14,18,1,0,2,4,8,41,
Josh McRoberts,IDA,20,4,0,77,9,18,0.5,0,1,0,9,17,0.529,0.5,7,8,0.875,4,16,20,4,4,5,4,11,25,
Brian Morrison,LOS,20,1,0,9,4,6,0.667,3,4,0.75,1,2,0.5,0.917,0,0,,0,0,0,1,1,0,2,4,11,
Abdoulaye N'Diaye,LOS,22,2,0,24,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,3,3,6,0,0,1,2,6,2,
Elton Nesbitt,SXF,27,2,2,82,8,27,0.296,6,19,0.316,2,8,0.25,0.407,5,5,1,3,7,10,9,3,1,3,6,27,
Eric Osmundson,COL,24,1,0,12,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,0,1,1,0,
Andre Patterson,DAK,24,1,0,9,1,1,1,0,0,,1,1,1,1,0,0,,1,1,2,0,0,2,0,0,2,
Kenton Paulino,AUS,21,4,4,97,10,21,0.476,8,15,0.533,2,6,0.333,0.667,4,5,0.8,2,5,7,3,2,0,1,6,32,
Michael Peeples,DAK,29,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
Brent Petway,IDA,29,4,4,99,11,18,0.611,0,1,0,11,17,0.647,0.611,9,10,0.9,7,10,17,2,4,4,2,4,31,
Carlos Powell,DAK,26,1,1,45,10,21,0.476,2,5,0.4,8,16,0.5,0.524,3,4,0.75,1,11,12,4,2,0,6,2,25,
Dwuan Rice,IDA,22,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Roderick Riley,COL,26,1,1,31,5,9,0.556,0,0,,5,9,0.556,0.556,4,9,0.444,3,5,8,2,0,1,3,3,14,
Mike Taylor,IDA,22,4,1,104,19,41,0.463,10,18,0.556,9,23,0.391,0.585,15,21,0.714,1,18,19,5,7,1,16,12,63,
Billy Thomas,COL,32,1,1,41,6,15,0.4,1,8,0.125,5,7,0.714,0.433,7,8,0.875,2,4,6,0,0,0,4,4,20,
John Thomas,COL,32,1,1,35,5,9,0.556,0,0,,5,9,0.556,0.556,1,4,0.25,4,6,10,1,0,1,1,4,11,
Kibwe Trim,DAK,30,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Cory Violette,IDA,29,4,3,155,27,62,0.435,1,3,0.333,26,59,0.441,0.444,20,23,0.87,12,36,48,9,2,4,8,11,75,
Brandon Wallace,LOS,28,2,2,74,11,25,0.44,1,3,0.333,10,22,0.455,0.46,1,2,0.5,5,22,27,3,1,6,5,3,24,
Anthony Washington,IDA,25,2,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,
Wendell White,LOS,31,2,1,62,11,23,0.478,0,2,0,11,21,0.524,0.478,3,4,0.75,4,6,10,5,9,0,4,7,25,
Jeleel Akindele,FTW,23,1,1,33,7,12,0.583,0,0,,7,12,0.583,0.583,5,5,1,7,6,13,0,6,2,2,0,19,
Lance Allred,IDA,25,1,1,48,10,17,0.588,0,0,,10,17,0.588,0.588,4,6,0.667,2,15,17,1,1,2,0,1,24,
Maurice Baker,DAK,27,2,2,54,7,19,0.368,0,4,0,7,15,0.467,0.368,7,7,1,6,6,12,4,5,2,0,1,21,
Steven Barber,ABQ,27,1,0,9,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,1,1,0,2,1,0,0,2,
Tim Barnes,IDA,33,1,1,44,0,7,0,0,5,0,0,2,0,0,0,0,,1,5,6,9,3,3,0,1,0,
Jerome Beasley,DAK,26,2,0,21,2,3,0.667,0,0,,2,3,0.667,0.667,2,3,0.667,2,4,6,4,0,2,0,0,6,
Chad Bell,COL,24,2,0,23,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,6,1,0,0,2,
Rod Benson,DAK,22,2,0,54,5,10,0.5,0,0,,5,10,0.5,0.5,2,3,0.667,5,9,14,1,5,0,7,1,12,
Will Blalock,SXF,23,2,0,50,8,22,0.364,1,3,0.333,7,19,0.368,0.386,7,8,0.875,0,7,7,13,4,4,0,2,24,
Tony Bland,ABQ,27,1,1,44,5,12,0.417,0,2,0,5,10,0.5,0.417,2,4,0.5,3,1,4,1,2,2,2,1,12,
Tony Bobbitt,COL,27,3,3,125,22,57,0.386,10,32,0.313,12,25,0.48,0.474,5,5,1,1,13,14,8,13,2,3,8,59,
Damone Brown,SXF,27,2,2,69,17,27,0.63,4,8,0.5,13,19,0.684,0.704,11,12,0.917,3,5,8,2,10,5,2,0,49,
Elton Brown,COL,23,3,3,137,31,66,0.47,0,0,,31,66,0.47,0.47,14,15,0.933,9,26,35,9,10,7,2,2,76,
